title,url,author,date,hubs,views,comments,rating,text
Зачем использовать OIDC с GitHub Actions?,https://habr.com/ru/articles/908282/,brmn,2025-05-10T19:19:28.000Z,,,,0,"OIDC GitHub Actions может запрашивать временные токены, действительные только на время выполнения workflow, что значительно повышает безопасность и упрощает управление доступом."
Проводим слепой тест переводов прямо на Хабре,https://habr.com/ru/articles/908280/,janvarev,2025-05-10T19:18:51.000Z,,,,+23,"Хорошие переводчики переводят хорошо. А как насчет нейросетей? Пользователь @antptr86 сделал в комментариях классную вещь - для чистоты эксперимента он выложил несколько вариантов перевода одного абзаца из ""Дюны"", и предложил их оценить вслепую, без знания источников.Мне показалось это крайне занимательным, и поэтому я решил сделать из этого небольшую статью и голосование для хабраюзеров в конце.Итак, на выбор 11 переводов абзаца из Дюны. Пожалуйста, прочитайте их, и ответьте на опрос внизу, выбрав ""Лучший вариант"" и ""Варианты, которые в целом можно нормально читать"". Чуть позже в комментариях будет выложена информация о том, откуда они были взяты."
Конституция против цензуры: история одного иска в суд,https://habr.com/ru/articles/908278/,KXOPH,2025-05-10T19:18:00.000Z,,,,+162,"Приветствую всех! Поздравляю с прошедшими майскими праздниками. С момента моего последнего поста, прошло уже больше полугода, кто то мог уже забыть про предыдущие посты, кто то разочароваться и я бы подумал так же. Однако, я здесь и не отказывался от подачи заявления в суд. Но, обо всем по порядку."
"10 советов, как стать системным архитектором",https://habr.com/ru/articles/908274/,mikhailpiskunov,2025-05-10T18:42:52.000Z,,,,+6,"Архитектор редко работает в идеальных условиях. Бюджет ограничен, сроки поджимают, часть инфраструктуры устарела, часть команды работает удалённо. Всё это реальные ограничения, с которыми нужно уметь работать. А ещё, нужно уметь предсказывать различные риски.  Давайте постараюсь сформулировать советы, которые я дал бы самому себе, если бы возвращался назад, или тому, кто сейчас работает аналитиком, разработчиком или тестировщиком, и хочет двигаться в сторону архитектуры."
Сделай удобно: подборка UI/UX-кейсов из цифровых и нецифровых продуктов (#14),https://habr.com/ru/articles/908268/,Serick,2025-05-10T18:12:19.000Z,,,,+5,"Продолжаю изучать различные UI/UX/CX кейсы в мобильных приложениях, веб-сайтах и в реальном мире. Дизайнерам и менеджерам по продукту, чтобы вдохновиться и добавить в заметки.Под катом: Youtube, Glovo, Intsagram, Tiny Glade."
Инженерия — не наука,https://habr.com/ru/articles/908242/,Giox_Nostr,2025-05-10T17:24:36.000Z,,,,+18,"Поводом настоящей статьи послужила дискуссия в комментариях к статье «Инженерная фантастика» о том, является ли инженерия частью науки или это самостоятельный вид деятельности.
 Мы в киберклубе попытались выработать собственное мнение по данному вопросу. И пришли к странному заключению — инженерия ни наука, ни технология, ни система и ни фантастика. Инженерия — это инженерия!"
Коллекции Postman. Часть 1,https://habr.com/ru/articles/908140/,aldrson,2025-05-10T17:12:08.000Z,,,,0,"Коллекции Postman — это переносимые наборы API-запросов, которые можно повторно использовать, автоматизировать и делиться ими с другими. С помощью коллекции вы можете сохранять важные детали для каждого API-запроса, такие как тип авторизации, параметры и заголовки, тела запросов, скрипты и переменные, а также документацию."
UI-челлендж: 30 виджетов за 30 дней. Часть 2,https://habr.com/ru/articles/908262/,nyakupova,2025-05-10T17:05:00.000Z,,,,+1,"Привет! Меня зовут Настасия, я автор телеграм-канала гиперфокус, привет и дизайнер из Яндекса в Авто.ру Бизнес. В прошлом году я уже проходила UI-челлендж и делилась этим в этой статье на Хабре — рисовала виджеты каждый день, где основное правило было успеть до 00:00, либо начинаешь с самого начала. И у меня это вышло, правда со второго раза, но я не сдалась и завершила его) Было непросто, но классно. С тех пор многое поменялось, но любовь к этому формату осталасьИ вот — я снова в игре. Только теперь не одна, а вместе с моей коллегой и дизайнером Ренатой из Авто.ру. Мы запустили новый раунд челленджа: 30 дней — 30 UI-виджетов. Если в прошлый раз, когда я проходила путь одна и повторяла уже существующие виджеты, то сейчас мы генерируем новые идеи под заданные темыДля этого у нас появился телеграм-чат, где всё происходит: мы делимся работами, обсуждаем, фейлим (и не боимся этого), хвалим и просто держим ритм. Это очень помогает не сдаться на середине, ребята, которые начали путь вместе с нами, уже показывают классные результаты и получают фидбек от нас и участниковЧтобы добавить немного структуры и мотивации, мы ввели простые правила и решили разыграть два приза:Условия участия:— Присоединиться можно до 18 мая, после этого чат закроется— Если начали не с первого дня — не страшно. Можно догнать в своём темпе— Челлендж завершается 7 июня, итоги подведём 18 июняПриз — две личные консультации от меня и Ренаты.Разберём портфолио, дадим фидбек и наметим вектор развитияЕсли тебе хочется порисовать, освежить насмотренность, войти в ритм или просто быть рядом — присоединяйся. Мы уже начали, но ты точно успеешь влиться 💙"
Творческая утилизация клавиатур,https://habr.com/ru/articles/908258/,arwa,2025-05-10T16:46:01.000Z,,,,+39,"Если вы системный администратор и занимаетесь обслуживанием пользователей, не только в плане исполнения пожеланий по работе программных комплексов, но закупаете, устанавливаете и заменяете компоненты рабочих мест (мониторы, мышки, клавиатуры, системные блоки), то у вас, как и у меня, наверняка скопилось довольно большое количество сломанных клавиатур, где что-то уже не нажимается или стерты буквы. Плюс ко всему, клавиатура это как предмет личной гигиены, как зубная щетка, она хранит историю своего прошлого хозяина, и эта история новому пользователю будет довольно неприятна. Это и крошки под кнопками, частички кожи, грязи, волосы, наконец. Я встречал пользователей, которые работали за клавиатурами покрытыми черным слоем грязи, причем это их совершенно не беспокоило. А мне хотелось пойти и вымыть руки, поработав пару минут за этими рабочими местами.Таких б/у клавиатур скопилось просто десятки штук, благо в подвале на складе есть место, и они просто лежали в коробке ожидая своей участи."
Как я победил ошибку rEFInd с Arch Linux после обновления ядра,https://habr.com/ru/articles/908248/,YouWeek,2025-05-10T15:47:46.000Z,,,,+5,"Описание ситуацииПосле обычного обновления Arch Linux с помощью pacman (хотя чаще я обновляюсь с помощью yay), система обновила ядро, и загрузчик rEFInd начал выдавать ошибку:"
"Почему нужно знать историю фронтенда, даже если просто пишешь на React",https://habr.com/ru/companies/netologyru/articles/907706/,kirakirap,2025-05-10T15:14:22.000Z,,,,+15,"Сегодня во фронтенде многое кажется очевидным, но когда-то всё приходилось писать вручную, и каждое решение рождалось из конкретной боли разработчиков.Если разобраться, откуда взялись эти подходы, легче понять логику фреймворков. Мы подготовили практический разбор, который помогает увидеть структуру за интерфейсом: почему фреймворки устроены именно так и что из старых решений до сих пор влияет на код."
Есть ли смысл применять SOLID в React?,https://habr.com/ru/articles/908106/,maks88sgt,2025-05-10T14:22:53.000Z,,,,+9,"Ещё несколько лет назад принципы SOLID были неотъемлемой частью собеседований для разработчиков любого уровня. Вопросы вроде «Расскажите, что означает каждая буква в SOLID» звучали так же часто, как «Что такое замыкание в JavaScript?». Это считалось своеобразной классикой, обязательной для понимания любого уважающего себя программиста.Однако в последнее время, особенно во фронтенд-разработке и в мире React, акцент на SOLID заметно снизился и, например, вопросы о нем на собеседованиях встречаются всё реже. В первую очередь, это связано с переходом к функциональному стилю программирования, широким использованием хуков и отказом от классовых компонентов, что отодвигает принципы ООП на второй план.Тем не менее, я убеждён, что принципы SOLID по-прежнему актуальны и полезны, даже в контексте функционального подхода. JavaScript и React не запрещают применять лучшие практики из ООП — наоборот, они предоставляют гибкость для использования различных парадигм.В этой статье я хочу поделиться своим взглядом на то, как каждый из принципов SOLID может быть применен в разработке React-приложений. Здесь не будет революционных идей, особенно для опытных разработчиков, но, возможно, эта информация окажется полезной для начинающих разработчиков, стремящихся писать более качественный и поддерживаемый код."
Оцифровка показаний стрелочного манометра в Home Assistant,https://habr.com/ru/articles/908238/,kuzhakhmetov,2025-05-10T14:12:52.000Z,,,,+56,Делюсь опытом реализации распознавания показаний стрелочного манометра по фотографии и отправки их в Home Assistant.Давно мучал вопрос передачи показаний давления системы отопления со штатного манометра газового котла. Для этого несколько лет назад была приобретена камера ESP32-CAM и интегрирована в Home Assistant посредством ESPHome.
"Пишем один «exe», который работает на 3-х разных ОС без перекомпиляции",https://habr.com/ru/companies/timeweb/articles/906158/,bodyawm,2025-05-10T14:05:08.000Z,,,,+149,"Нет, это не шутка и не кликбейт. Такое действительно возможно — правда через небольшой хак.Недавно я задался вопросом: а возможно ли написать для ARM нативную программу, которая будет бесшовно работать сразу на 4-х операционных системах без необходимости перекомпиляции для разных платформ и ABI. Мне очень хотелось реализовать возможность писать кроссплатформенные эльфы для мобильных телефонов из нулевых и попытаться портировать на них эмуляторы ретро-консолей. Погрузившись в документацию на исполняемые форматы, я пришёл к выводу, что да — это возможно и смог реализовать такую программу на практике без читерства по типу VM! Всех гиков приглашаю под кат!"
Выбираем MLOps инструменты с учётом зрелости команды,https://habr.com/ru/articles/908216/,svtDanny,2025-05-10T13:29:18.000Z,,,,+3,"MLOps — это набор практик и процессов для управления жизненным циклом ML-моделей: от обучения до продакшна и поддержки. Если копнуть глубже, окажется, что решений куча и выбор неочевиден.Разберем, почему не всё так просто и как принимать решения о внедрении MLOps-инструментов."
"Немое кино: как инженеры превратили тени в магию экрана: «бегущие» картинки, фоторужья и 24 кадра в секунду",https://habr.com/ru/companies/first/articles/908234/,klimensky,2025-05-10T13:28:51.000Z,,,,+12,"Кино всегда было территорией смелых экспериментов и технических прорывов. Сегодня это CGI, нейросети, виртуальная реальность и съёмка в 8K, но если вернуться на сотню лет назад, то окажется, что инженеры и режиссёры того времени были не менее безумными новаторами.Они придумывали, как передать движение с помощью тяжёлых механических камер, экспериментировали с ручной покраской плёнки, строили огромные декорации и вручную монтировали плёнку — без всяких DaVinci и Premiere. И именно эти первые технологии заложили основу для того, что мы сегодня считаем кинематографом.Давай посмотрим, как это всё началось — и почему немое кино всё ещё заслуживает своего места в зале славы великих изобретений."
HR будет в шоке от твоих вопросов,https://habr.com/ru/articles/907114/,darkstar5300,2025-05-10T13:28:12.000Z,,,,-8,"На собеседовании вопросы кандидата — это не просто формальность. Они раскрывают его мотивацию, ценности и понимание корпоративной культуры. Как HR, я могу уверенно сказать: правильные вопросы не только помогают кандидату выделиться, но и превращают собеседование в диалог, где обе стороны оценивают совместимость.Вот 10 вопросов, которые покажут вашу проактивность и заинтересованность, а также помогут вам понять, подходит ли вам компания"
"Про человека и свободу — реально главный вопрос жизни, вселенной и всего такого",https://habr.com/ru/companies/ruvds/articles/907504/,EgorKotkin,2025-05-10T13:01:48.000Z,,,,+38,"История человеческой цивилизации — это история поиска свободы. Поиска как материального — то есть, борьбы за более свободно устроенное общество, так и философского — осмысления этой борьбы, поиска ответа на вопрос, что такое свобода, и как её достичь.

В этой статье я предложу понимание свободы и несвободы, которое будет работать на всех уровнях приложения этих понятий — от семьи или рабочего коллектива до человечества в целом, позволяя понять природу ощущения человеком несвободы в своём окружении, на работе, в стране или в мире в целом, — и которое будет служить ориентиром для практического применения, для перевода вопроса свободы и несвободы на язык организационных задач. Но для этого придётся опровергнуть два фундаментальных заблуждения, господствующих стереотипа об отношениях свободы и общества, и об отношениях свободы и индивидуального начала."
Промпт-инжиниринг на основе здравого смысла: как понимать LLM и получать от них предсказуемый результат,https://habr.com/ru/articles/902230/,Iqber,2025-05-10T13:01:10.000Z,,,,+25,"80-90% моего кода на последних проектах написаны через LLM, при этом мне удается с первой генерации получать вплоть до 500-1000 строк комплексной бизнес логики, к тому же крайне высококачественной и полностью соответствующей стилю проекта. Использование ИИ позволяет мне получить около 3х к производительности, при этом повысить качество итогового кода и даже сделать разработку более увлекательной. Мой подход основан на нескольких очень естественных принципах, которые позволяют мне понимать LLM и получать от них предсказуемый и качественный результат в самых разных сценариях. В этой статье я развернуто делюсь самым ценным, что понимаю о промпт-инжиниринге, надеюсь, она будет вам полезна."
База для аналитики данных. Как получать данные?,https://habr.com/ru/articles/908230/,AkaMikhelson,2025-05-10T13:00:12.000Z,,,,+1,"Я убеждён в том, что аналитикам данных критически-важно иметь доступ без боли, искажений и рисков к наиболее детализированным данным проекта для исполнения своих обязанностей..Нет данных - нет мультиков аналитики. Работа только с агрегированными и преобразованными по непрозрачной логике данными приводит к ошибкам и отсутствию доверия от бизнеса.Статья может быть полезна к изучению при принятии решений о развитии аналитики с 0 в проекте.К сожалению, вопросу получения данных часто не уделяется хоть какое-то внимание.Бизнесу интересно не получение данных, а инсайты и рекомендации. Принято отдавать этот вопрос на откуп аналитикам и взаимодействию аналитиков и IT. Только у аналитиков редко есть опыт и понимание лучших практик по работе с данными и для IT задача использования данных аналитиками может быть чем-то чужеродным.Тем не менее, как-то они договариваются. Не сталкивался с примерами, когда совсем не договорились и никакой аналитики нет.Сталкивался с разными вариантами урона от реализации."
"Python, Java, C++ и Go — как появились популярные языки программирования",https://habr.com/ru/companies/selectel/articles/906256/,erbanovanastasia,2025-05-10T11:52:29.000Z,,,,+29,"Привет! Мы уже рассказывали о «вымерших» языках программирования, пришла очередь самых популярных в 2025 году. Языки не придумывают «чтобы было» — для этого всегда есть предпосылки: рассказываем, кто, когда и зачем их создал. А еще делимся интересными фактами, которых вы могли не знать — а теперь будете :)"
Join таблиц в реальном времени на Apache Flink ( Часть 2 ),https://habr.com/ru/articles/908220/,Akhtem94,2025-05-10T11:46:52.000Z,,,,0,"В данной статье приводится решение проблемы построения витрин данных в реальном времени с помощью Apache Flink. Рассказывается 2 часть подробной реализации решения этой задачи. В данной части рассмотрена проблема учета сообщений на удаление и частично операций update , в связи с чем достигается полная консистентность данных СИ с СП при условии гарантии, что ключ join условия не обновляется."
Аркадий Стругацкий против Deepseek и ChatGPT: как ИИ повлияет на художественный перевод,https://habr.com/ru/companies/onlinepatent/articles/908212/,sokolovps,2025-05-10T11:19:40.000Z,,,,+11,"Относительно недавно наткнулся вот на какой пост, листая ленту в соцсети Марка Цукерберга: “Amazon is now awash with fake translations by “Clayton Maris”: Sōseki, Dazai, Tanizaki… Do not buy them. They are sold at bargain prices but are either AI created or AI generated from existing translations. What makes it worse is that Amazon aggregates all scores (stars) from all editions with links to the fraudulent “Maris” translation getting credit for the high rating of Keene’s translation, with links to Audible, hardback, and paperback as if they are all the same”. Мне как любителю японской словесности стало интересно, что это за автор такой. Нашел его, данные из поста подтвердились. Да, оказывается, так можно было. Видимо, это не первый и не последний человек, кто до такого додумался. Рерайтим хороший перевод и получаем новый оригинальный текст с копирайтом. А учитывая скорость работы ИИ, так можно выпускать по переводу книги в неделю. Мечта издательств, цифровых платформ и самих “авторов” переводов, но не читателей."
"Низкоуровневое программирование под 8086 для любопытных, часть 2",https://habr.com/ru/articles/907312/,AGalilov,2025-05-10T11:02:38.000Z,,,,+54,"В этой части нас ждёт погружение в один из способов организации мультипоточности на базе единственного ядра процессора. Мы научимся принудительно переключать выполнение между полностью зацикленными участками кода, ничего не ""знающими"" о каком-то другом коде, конкурирующем за процессорное внимание. По ходу повествования будут даны все необходимые пояснения и читателю не придётся обращаться к другим источникам, кроме первой части статьи."
Не смотрите наверх,https://habr.com/ru/articles/908208/,tarlakovsky,2025-05-10T09:49:11.000Z,,,,+28,"Космический корабль советских времен, сделанный для посадки на Венеру, падает на Землю.«Космос 482» заключён в титановый теплозащитный экран, поэтому у него есть все шансы достичь поверхности в целости и сохранности.08.05.2025, Стивен Кларк, Ars TechnicaОфициальная информация от Роскосмоса:Аппарат «Космос-482» сошел с орбиты и упал в океан"
Спидометр для электромопеда на микроконтроллере PIC16F628A,https://habr.com/ru/companies/ruvds/articles/906124/,TinyElectronicFriends,2025-05-10T09:01:31.000Z,,,,+65,"Привет, Хабр! Несколько лет назад у меня был самодельный 48-вольтовый электромопед на свинцово-кислотных аккумуляторах, переделанный из Риги-12. 

Для него был разработан специальный спидометр, смонтированный вместо крышки бензобака, переделанного в отсек для электроники. Во время движения прибор показывал скорость, а на остановке — пройденный путь.
На примере этой несложной поделки я расскажу и покажу вам последовательность разработки и воплощения любительского микроконтроллерного устройства."
Фронтенд — новый легаси: Как мы проспали event-driven революцию,https://habr.com/ru/articles/906800/,artstesh,2025-05-10T09:00:29.000Z,,,,+21,"Введение: Архитектурное дежавюВы когда-нибудь замечали, как цифровой мир движется по спирали? В 2018 году я, размахивая Dockerfile и Helm-чартами, внедрял микросервисы на C# с RabbitMQ — всё ради священной цели «низкой связанности». А через три года, переключившись на Angular, с ужасом осознал: фронтенд-компоненты общались через цепочки Input/Output, словно это 2005-й, а мы пишем WinForms.Это как собрать космический корабль, но управлять им через телеграф. На бэкенде мы гордо декларируем event-driven architecture, а на фронтенде компоненты перешёптываются через пропсы, будто подростки на школьной дискотеке. Ирония? Чем сложнее становились наши системы, тем больше они напоминали те самые монолиты, от которых мы бежали в мире backend."
"Вперёд, товарищ андроид! Кто теперь главный — человек или ИИ",https://habr.com/ru/companies/minerva_media/articles/908118/,21_copilots,2025-05-10T08:45:26.000Z,,,,+2,"ИИ заменяет людей, дата-центры строят как города, промпт важнее диплома. Мир движется к техно-коммунизму — но никто не предупредил, останется ли в нём место для человека. Разбираем, как Grok, Copilot, китайские роботы и $500 млрд инвестиций меняют всё: от работы до власти."
Huawei и HarmonyOS PC: китайский десктоп с собственной ОС появится уже в этом месяце. Что это будет?,https://habr.com/ru/companies/selectel/articles/908172/,Seleditor,2025-05-10T08:24:21.000Z,,,,+21,"В этом месяце Huawei готовится представить первый в истории настольный компьютер на базе собственной операционной системы HarmonyOS. Премьера, намеченная на 19 мая 2025 года, обещает стать переломным моментом для компании, которая уже шесть лет выстраивает независимую экосистему, способную бросить вызов Windows, macOS и Linux. И это не просто очередной продукт в портфеле Huawei, а значительное снижение зависимости от технологий США. Давайте посмотрим, о чем идет речь."
Stable Diffusion WebUI Forge: Шаг 9. Модель LoRA,https://habr.com/ru/articles/908200/,Alexander_Chesalov,2025-05-10T08:22:35.000Z,,,,+4,"LoRA (Low-Rank Adaptation) – это вспомогательная модель, основное назначение которой заключается в ускорении обработки запросов (prompt) от пользователя и вычислений при генерации тех или иных специальных объектов на изображении.Другими словами, когда мы с вами используем модель FLUХ.1, а нам надо детально прорисовать на нашем изображении руки или фигуру человека, мы используем дополнительно вспомогательную модель LoRA, которая выполняет только одну определенную ей задачу.Также различные модели LoRA используют для усиления стилизации изображений. Например, если нам надо нарисовать персонажа в стиле одного из известных мультфильмов, то существует большое количество соответствующих специальных моделей LoRA.Особенность моделей LoRA заключается в том, что они в несколько раз меньше по объему, чем основные модели, которые мы используем, и поэтому они работают значительно быстрее основных при выполнении специализированных задач."
Задачи на собеседованиях. Денежные переводы в SQL. Обновление счетов и уровни изоляций,https://habr.com/ru/articles/908198/,zebin,2025-05-10T08:02:37.000Z,,,,+20,Задачи на собеседованиях. Денежные переводы в SQL. Обновление счетов и уровни изоляцийЗадача перевода денег в первом приближении сводится к обновлению пары строк и кажется простой — но обеспечение корректности при параллельном доступе может быть неожиданно сложным для только знакомящихся с уровнями изоляций БД.
Архитекторы чипов: как Китай строит инфраструктуру по производству современных процессоров,https://habr.com/ru/companies/ru_mts/articles/908148/,divolko3,2025-05-10T08:00:20.000Z,,,,+66,"Полупроводники — стратегический ресурс XXI века. Китай уже не первый год выстраивает инфраструктуру производства чипов и теперь выходит на новый уровень. В Шэньчжэне строится мегафабрика Huawei — крупнейший проект компании, который должен обеспечить выпуск 7-нм процессоров Kirin и Ascend, а в перспективе перейти на 5-нм. Параллельно Xiaomi поднимает собственное направление с чипом Xring, а государство инвестирует десятки миллиардов долларов в развитие литографии и всей цепочки поставок. Обо всем этом сегодня и поговорим."
«640 кбайт хватит для всего»,https://habr.com/ru/articles/908196/,JBFW,2025-05-10T07:57:30.000Z,,,,+7,"Фразу из названия часто приписывают Б. Гейтсу - не знаю точно, он это говорил или кто-то другой, но это и не важно.Для тех, кто не застал: когда-то давным-давно, во времена динозавров, лет 35 назад, в компьютерах IBM PC XT под управлением MS DOS программам было доступно всего 640 кбайт памяти.Не гигабайт, не мегабайт, а всего лишь килобайт. Туда помещались текстовые редакторы, файловые менеджеры, базы данных, бухгалтерские программы, игры, софт для FIDO (типа ""электронная почта по модему""), BBS (""сайты""), в общем всё что работало на MS DOS. Откуда взялась именно такая цифра, 640 кбайт? Дело не только в том, что память в те времена стоила дорого, дело в том, что у процессора Intel 8086 было всего 20 адресных линий."
Путь самурая к заветной 1К на LeetCode [личный опыт],https://habr.com/ru/articles/907944/,koreandr94,2025-05-10T07:51:29.000Z,,,,+8,"В этой статье я собрал подборку ресурсов по изучению алгоритмов и структур данных — именно так бы я начал свой путь, если бы учился с нуля сегодня. Материал также будет полезен тем, кто готовится к алгоритмическим собеседованиям в FAANG и не только."
FastAPI + Keycloak: Простая и безопасная авторизация в веб-приложении на примере реального проекта,https://habr.com/ru/companies/amvera/articles/907990/,yakvenalex,2025-05-10T07:49:26.000Z,,,,+12,"Keycloak - это мощная open-source платформа для аутентификации и авторизации, которую используют даже банки и крупные корпоративные клиенты для защиты своих приложений и данных. В статье на реальном примере (FastAPI + Python) простым языком объясню, как Keycloak помогает упростить управление доступом и почему его принципы универсальны для любого бэкенда, независимо от выбранного языка программирования"
"Спецификация IDS в BIM: сценарии, ограничения, перспективы развития",https://habr.com/ru/articles/908192/,azemlyanskaya,2025-05-10T07:00:31.000Z,,,,+5,"Поводом к написанию этого текста стал анализ кастдевов с пользователями Tangl, где снова появилась тема поддержки стандарта IDS в Tangl control. Я решила разобраться с перспективами и ограничениями спецификации IDS для автоматической проверки BIM-моделей на основе правил.В статье мои выводы о том, в каких BIM-сценариях применение IDS даёт эффект, а для каких BIM-процессов он не особо полезен."
Размышления об интервью,https://habr.com/ru/articles/908190/,xortator,2025-05-10T06:47:51.000Z,,,,+24,"В этом тексте я пытаюсь отрефлексировать вопрос о том, почему кандидат после технических собеседований слышит ""да"" или ""нет"", и что на самом деле происходит за кулисами этого процесса."
Терминал Warp,https://habr.com/ru/articles/907898/,che1nov,2025-05-10T06:00:08.000Z,,,,-14,"Warp — это современный терминал для macOS, Linux и Windows, который переосмысливает работу с командной строкой. Позиционируясь как ""терминал для 21-го века"", работает на базе искусственного интеллекта. В этой статье я расскажу, почему я решил попробовать Warp, какие есть возможности, и как, возможно, он может помочь разработчикам повысить продуктивность."
Контроль поведения. Чип для лечения ПТСР,https://habr.com/ru/articles/908182/,MisterClever,2025-05-10T05:12:00.000Z,,,,-1,"Группа исследователей из Техаса разработала эффективный способ лечения посттравматического стрессового расстройства (ПТСР). В основе лечения – блокада блуждающего нерва, а способствует этому устройство размером с пуговицу рубашки, расположенное на шее."
Как в датацентре доставить трафик до сервиса?,https://habr.com/ru/articles/908180/,paralon,2025-05-10T05:05:16.000Z,,,,+8,"Итак, если мы решили создать сайт с котиками и хотим, чтобы он был масштабируемым и надёжным, какие шаги нужно предпринять для обеспечения его отказоустойчивости?На этот философский вопрос я тут и рассуждаю, но сначала - вспомним немножко, что же это такое — сети дата-центров?"
